#Drug	Gene	DrugBankID	SMILES
DB00643	P08684	DB00643	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
DB01424	P10635	DB01424	NaN
DB07156	P08069	DB07156	BrC1=CC=C2C(=O)NC(=O)\C(=C/NC3=CC=C(CN4CCCC4)C=C3)C2=C1
DB00237	P43681	DB00237	NaN
DB01567	P78334	DB01567	NaN
DB06589	P22607	DB06589	CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1
DB00683	P28476	DB00683	NaN
DB00936	P35354	DB00936	OC(=O)C1=CC=CC=C1O
DB04786	P14555	DB04786	NaN
DB08132	P24941	DB08132	NS(=O)(=O)C1=C2C=CC=C(O)C2=CC=C1
DB08773	P03372	DB08773	OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2
DB00320	P08684	DB00320	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
DB00458	P14416	DB00458	NaN
DB01227	P35372	DB01227	NaN
DB08155	P00915	DB08155	CC(=O)NCCC1=CC=C(C=C1)S(N)(=O)=O
DB01410	P23141	DB01410	[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(O2)C1CCCCC1)C(=O)COC(=O)C(C)C
DB00514	Q99720	DB00514	NaN
DB00705	P20815	DB00705	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
DB05026	P28223	DB05026	NaN
DB01171	P33261	DB01171	ClC1=CC=C(C=C1)C(=O)NCCN1CCOCC1
DB02569	P15531	DB02569	CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O
DB04054	P07900	DB04054	CCCCN1C(CC2=C(OC)C=CC(OC)=C2)=NC2=C(N)N=C(F)N=C12
DB00893	P02792	DB00893	NaN
DB00247	P34969	DB00247	[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO
DB01645	P03372	DB01645	OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O
DB00590	P25100	DB00590	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
DB04821	Q01959	DB04821	NaN
DB00381	Q00975	DB00381	NaN
DB07710	P00918	DB07710	[H][C@](N)(CC1=CC=CC=C1)C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O
DB00358	P10635	DB00358	OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
DB02325	Q9BV57	DB02325	CC(C)O
DB08070	P61925	DB08070	CC1=NNC=C1C1=CC=C(CCN)C=C1
DB04938	P03372	DB04938	OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
DB00157	Q16798	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB00054	P05106	DB00054	NaN
DB01905	P00749	DB01905	COC1=CC=C(O)C(=C1)C1=NC2=C(N1)C=CC(=C2)C(N)=[NH2+]
DB00333	P05177	DB00333	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
DB09028	Q15825	DB09028	NaN
DB08478	P04818	DB08478	NaN
DB01915	P08263	DB01915	N[C@@H](CSO)C(O)=O
DB00805	P21397	DB00805	CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
DB00987	P27707	DB00987	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
DB07543	P07550	DB07543	[H][C@](O)(CNC(C)C)COC1=CC=CC2=C1C1=C(N2)C=CC=C1
DB00143	P48637	DB00143	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
DB07574	Q9H169	DB07574	[H][C@@]1(CCC2=C(C(OC)=C(OC)C(OC)=C2)C2=CC=C(OC)C(=O)C=C12)NC(=O)CS
DB00273	P47870	DB00273	[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
DB00688	O00748	DB00688	COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C
DB00220	P20815	DB00220	[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C
DB00714	P21918	DB00714	[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
DB01418	P08684	DB01418	CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O
DB00773	P09211	DB00773	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
DB00393	P20815	DB00393	NaN
DB04246	P07477	DB04246	NaN
DB05389	Q86VB7	DB05389	NaN
DB07683	P39900	DB07683	[H][C@](NS(=O)(=O)C1=CC2=C(C=C1)C1=CC=CC=C1S2)(C(C)C)C(O)=O
DB01238	P28223	DB01238	ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
DB01216	P31213	DB01216	[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
DB00571	P07550	DB00571	CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB00002	P31995	DB00002	NaN
DB01102	P08588	DB01102	O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1
DB02078	P35080	DB02078	NaN
DB04953	O43526	DB04953	CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
DB00549	Q9Y271	DB00549	COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C
DB00237	P18507	DB00237	NaN
DB00540	P18825	DB00540	NaN
DB00546	P28476	DB00546	CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB00647	P35372	DB00647	NaN
DB06927	Q15788	DB06927	OC1=CC=C(C=C1)C1=CC2=C(O1)C(CC#N)=CC(O)=C2
DB07763	P08574	DB07763	C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(F)C=C1F
DB01107	P18505	DB01107	CCC1(CC)C(=O)NCC(C)C1=O
DB01071	P35367	DB01071	NaN
DB08818	Q9BZV3	DB08818	CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)C1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O
DB09068	P33261	DB09068	NaN
DB01275	Q16853	DB01275	NNC1=NN=CC2=CC=CC=C12
DB00839	P48048	DB00839	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
DB02463	P07477	DB02463	NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC=C2O)C=C1
DB03575	P20813	DB03575	NaN
DB01128	P11712	DB01128	CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F
DB00209	P11229	DB00209	OC(C(=O)OC1CC2CCC(C1)[N+]21CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00661	P31645	DB00661	NaN
DB00898	P40394	DB00898	CCO
DB04988	P00533	DB04988	NaN
DB07087	Q15596	DB07087	[H][C@]1(C)CC[C@]2(CO)CO[C@]([H])(C3=CC=C(O)C=C3)[C@@]1([H])[C@@]2([H])C
DB00842	P24462	DB00842	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB08745	P00742	DB08745	ClC1=CC=C(\C=C\S(=O)(=O)N2CCN(CC3CCN(CC3)C3=CC=NC=C3)C(=O)C2)C=C1
DB02269	P07477	DB02269	C[N+](C)(C)C1=CC=C(CNC(=O)C2=CC3=C(C=CC(OCC4=CC=CC=C4)=C3)N2CC2=CC=CC(=C2)C(N)=N)C=C1
DB04442	P07477	DB04442	NaN
DB02546	Q92769	DB02546	ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1
DB00665	P33261	DB00665	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DB05147	P68371	DB05147	NaN
DB00668	P08913	DB00668	CNC[C@H](O)C1=CC(O)=C(O)C=C1
DB08597	Q04771	DB08597	NaN
DB01032	Q96RD7	DB01032	NaN
DB01567	P28472	DB01567	NaN
DB08819	P43088	DB08819	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1
DB06148	P31645	DB06148	NaN
DB00571	P24462	DB00571	CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
DB06995	P08581	DB06995	NC1=NC=CC(OC2=C(F)C=C(NC(=O)NC(=O)CC3=CC=C(F)C=C3)C=C2)=C1
DB02701	Q10588	DB02701	NC(=O)C1=CC=CN=C1
DB03950	P00918	DB03950	[H][C@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12
DB00107	P01178	DB00107	NaN
DB07852	P20248	DB07852	CC1=NC(=NN1C1=CC(Cl)=CC(Cl)=C1)C(O)=O
DB01619	P35367	DB01619	CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1
DB01045	P11509	DB01045	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
DB08566	P17538	DB08566	[H][C@](CC1=C2C=CC=CC2=CC=C1)(NC(C)=O)[B-](O)(O)O
DB00242	Q9NRF9	DB00242	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
DB00312	Q13224	DB00312	NaN
DB04416	P08254	DB04416	[H][C@](CC#CCOC)(NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(OC)C=C1)C(O)=O
DB06616	P11274	DB06616	COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl
DB00641	P05107	DB00641	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
DB06809	P61073	DB06809	NaN
DB00785	P08173	DB00785	NaN
DB01614	P14416	DB01614	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
DB00458	P10635	DB00458	NaN
DB08870	P20815	DB08870	NaN
DB06856	P00749	DB06856	[H][C@]1(C)CCCC[C@]1([H])OC1=C(O)C(=CC=C1)C1=CC2=CC(C(N)=N)=C(F)C=C2N1
DB00380	Q02880	DB00380	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DB08515	Q99436	DB08515	[H][C@](O)([C@@]1([H])CCCC=C1)[C@]1(NC(=O)[C@]2([H])CCO[C@]12C)C=O
DB02812	P07477	DB02812	CC(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)C1=NC2=C(S1)C=CC=C2
DB00150	P20711	DB00150	N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O
DB00875	P21728	DB00875	[H]C(CCN1CCN(CCO)CC1)=C1C2C=C(C=CC2SC2=C1C=CC=C2)C(F)(F)F
DB00402	Q99928	DB00402	CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
DB03344	O43739	DB03344	NaN
DB00397	P08588	DB00397	C[C@@H](N)[C@@H](O)C1=CC=CC=C1
DB01565	P41145	DB01565	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O
DB00612	P08684	DB00612	CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1
DB00449	P06276	DB00449	CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
DB00866	P07550	DB00866	CC(C)NCC(O)COC1=CC=CC=C1CC=C
DB00726	P35367	DB00726	NaN
DB04297	Q9BY41	DB04297	ONC(=O)\C=C\C(\C)=C\[C@](C)([H])C(=O)C1=CC=C(N(C)C)C=C1
DB08477	P00742	DB08477	[H][C@]1(CNC(=O)C2=CC=C(Cl)S2)CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
DB00398	P11362	DB00398	CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
DB00242	Q7LG56	DB00242	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
DB01355	P36544	DB01355	NaN
DB05740	Q15822	DB05740	NaN
DB00773	P22309	DB00773	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
DB01068	P08684	DB01068	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
DB01348	P12821	DB01348	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2
DB00783	Q16678	DB00783	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB00114	Q96GA7	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB00917	P05108	DB00917	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
DB00281	P10632	DB00281	CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
DB00334	P18825	DB00334	CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
DB01136	P19320	DB01136	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
DB01346	P42262	DB01346	NaN
DB07997	P17612	DB07997	CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2
DB00898	P04798	DB00898	CCO
DB01062	P10635	DB01062	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DB01024	O60656	DB01024	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
DB09272	P35372	DB09272	COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
DB02615	P03372	DB02615	C[C@@H](COC1=CC=C(C=C1)[C@@H]1OC2=CC=C(O)C=C2S[C@H]1C1=CC=C(O)C=C1)N1CCCC1
DB01248	P08684	DB01248	[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
DB00666	P30968	DB00666	CC(C)CC(NC(=O)C(CC1=CC2=CC=CC=C2C=C1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CNC=N1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(N)=N)C(=O)N1CCCC1C(=O)NCC(N)=O
DB00683	O14764	DB00683	NaN
DB07711	P00813	DB07711	[H][C@@](C)(O)[C@@]([H])(CCCCCC)N1C=NC2=C(N)N=CN=C12
DB02915	P20248	DB02915	CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1
DB07559	Q02127	DB07559	C\C(O)=C(/C#N)C(=O)NC1=CC(Cl)=C(C=C1)C1=CC=CC=C1Cl
DB01079	P05181	DB01079	CCCCC\N=C(/N)NN\C=C1/C=NC2=C1C=C(CO)C=C2
DB04059	P00749	DB04059	NC(=N)C1=CC2=C(C=CC=C2NC2=NC=CC=N2)C=C1
DB00628	P47870	DB00628	OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB01007	Q16850	DB01007	NaN
DB06867	Q13526	DB06867	NaN
DB00155	P35228	DB00155	N[C@@H](CCCNC(N)=O)C(O)=O
DB00359	P11712	DB00359	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB02058	P21802	DB02058	[H][C@]1(CC2=CC=C(C=C2)N2CCN(CC2)C=O)C(=O)NC2=C1C=CC=C2
DB00404	P20815	DB00404	CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
DB03861	Q9Y691	DB03861	CC(=O)N[C@@H]1NC[C@@H](CO)[C@H](O)[C@H]1O
DB00675	P31513	DB00675	NaN
DB07584	P49841	DB07584	CC1=NN=C(N1)C1=CC=CC=C1NC1=NC=NC2=C1C=CN2
DB00740	P04798	DB00740	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
DB04970	P08908	DB04970	NaN
DB04447	P23284	DB04447	O[C@H](CS)[C@H](O)CS
DB07853	Q9H2G2	DB07853	N#CCC1C=CC(C=C1)=NC1=NC2=CC=CC=C2C(NC2=NNC(=C2)C2CC2)=N1
DB08583	P00519	DB08583	CCN1N=CC=C1C1=CNC2=NC=C(C=C12)C1=CC(C(=O)N(C)C)=C(N)C=C1
DB00393	O60840	DB00393	NaN
DB03059	P30084	DB03059	CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
DB07374	P62913	DB07374	[H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O
DB08162	P17612	DB08162	NaN
DB02377	P00491	DB02377	NC1=Nc2ncnc2C(=O)N1
DB01250	P01579	DB01250	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O
DB00421	P19099	DB00421	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
DB01222	P04150	DB01222	[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB04927	Q14534	DB04927	NaN
DB04792	P07477	DB04792	NaN
DB00929	P43116	DB00929	CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
DB04522	P17612	DB04522	N[C@@H](COP(O)(O)=O)C(O)=O
DB01236	Q16445	DB01236	FCOC(C(F)(F)F)C(F)(F)F
DB01017	P01584	DB01017	[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
DB01185	P03372	DB01185	[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB03958	Q96C86	DB03958	C[N+]1=CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](O)[C@H]3O)N3C=NC4=C3N=C(N)NC4=O)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2
DB04794	P33261	DB04794	NaN
DB05147	Q6PEY2	DB05147	NaN
DB00359	P08684	DB00359	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB00005	P01375	DB00005	NaN
DB00131	Q08828	DB00131	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1
DB03019	P24941	DB03019	NC1=NC=CC(=N1)C1=C(Cl)SC(Cl)=C1
DB07689	P0CG22	DB07689	COC(=O)C1CCN(CC1)C(=O)C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)N=C3N)C=C1
DB00157	P43353	DB00157	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
DB01136	P11712	DB01136	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
DB00199	P02768	DB00199	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
DB00952	P30939	DB00952	CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
DB02659	P10176	DB02659	[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@]([H])(O)C[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])C[C@]([H])(O)[C@]12C
DB04957	P08684	DB04957	CN1CCN(CCCCN2C(=O)CN(\N=C\C3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1
DB08916	Q15303	DB08916	CN(C)C\C=C\C(=O)NC1=C(O[C@H]2CCOC2)C=C2N=CN=C(NC3=CC(Cl)=C(F)C=C3)C2=C1
DB02422	Q9UKM7	DB02422	CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB00458	P20309	DB00458	NaN
DB00911	P08684	DB00911	NaN
DB00829	P11712	DB00829	NaN
DB00665	P10275	DB00665	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
DB03703	P00325	DB03703	OC1CCCCC1
DB08879	Q9Y275	DB08879	NaN
DB02260	P13716	DB02260	OC(=O)CCCCCC(=O)CCC(O)=O
DB00586	O43525	DB00586	OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
DB05024	P11473	DB05024	NaN
DB00794	P10632	DB00794	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB00540	P31645	DB00540	NaN
DB00143	P09210	DB00143	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
DB00114	Q6ZQY3	DB00114	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O
DB04841	O95180	DB04841	NaN
DB00738	P10635	DB00738	NaN
DB00786	P03956	DB00786	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C
DB04799	P00156	DB04799	CCCCCCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
DB04796	P11473	DB04796	C=C1\C(=C/C=C2/CCC[C@@]3(C)[C@]2([H])CC[C@]3([H])[C@@](C)([H])CC#CC(C)(C)O)C[C@](O)([H])C[C@@]1(O)[H]
DB01136	P04798	DB01136	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
DB03483	P18031	DB03483	NaN
DB08039	Q13557	DB08039	CN(C)S(=O)(=O)C1=CC=C2NC(=O)\C(=C/C3=CC4=C(CCCC4)N3)C2=C1
DB01100	P33261	DB01100	FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
DB00116	P48728	DB00116	NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
DB03581	P06744	DB03581	O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)[C@@H](O)C=O
DB01238	P35462	DB01238	ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl
DB03594	P00918	DB03594	NaN
DB01041	P05177	DB01041	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
DB00704	P22309	DB00704	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
DB04803	P09601	DB04803	[Fe+4].CC(=C)\C1=N\C=C/C2=C(CCC(O)=O)C(C)=C([N-]2)\C=C2/N=C(/[O+]=C3\[N-]\C(=C/1)C(C)=C3C=C)C(C)=C2C=C
DB00268	P41595	DB00268	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
DB00701	P11712	DB00701	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
DB00448	P20648	DB00448	CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1
DB00463	P28472	DB00463	NaN
DB01445	P27338	DB01445	CN(C)CCC1=CNC2=C1C=C(O)C=C2
DB01161	Q01959	DB01161	NaN
DB00583	P23141	DB00583	C[N+](C)(C)C[C@H](O)CC([O-])=O
DB01558	P47870	DB01558	BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1
DB04232	P08254	DB04232	[H][C@@]1(CN(CCN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)OCC1=CC=CC=C1)C(=O)NO
DB07834	Q16539	DB07834	CC1=NN=C(O1)C1=CC=C(C)C(=C1)C1=CC=C(C=C1)C(=O)NCC1CC1
DB06148	P08913	DB06148	NaN
DB00586	P78348	DB00586	OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
DB08342	Q9Y296	DB08342	[H][C@](N)(CSC(=O)CCCCCCCCCCCCCCC)C(O)=O
DB00434	P28223	DB00434	NaN
